business_id,entity_id,confidence_score
55953,4465,100
55979,4465,100
55956,20193,95
55989,82314,95
55996,79292,100
56032,80251,100
56046,55086,100
57939,55086,100
56047,62129,100
56067,89460,85
57247,89460,93
56077,94304,100
56091,1208,100
56103,66814,85
56119,78218,100
56122,57092,93
56138,43749,100
56484,43749,100
56142,82706,100
56177,24132,100
56180,8830,100
56182,69249,100
56185,33046,100
56186,40638,100
56201,36576,100
56219,54732,100
58691,54732,100
56237,85679,100
56248,53225,90
80301,77956,88
80302,77956,88
56254,50423,100
56259,12303,84
59698,12303,84
56279,91503,100
63438,91503,100
56285,76237,83
56294,24255,100
56926,77930,100
56308,13676,86
59229,13676,100
56323,9601,87
56351,62898,100
56362,92376,100
56830,92376,95
56370,46669,100
56371,46669,100
56376,29723,100
56377,33807,86
56411,37900,100
56412,37900,100
56421,83795,100
56423,26357,100
56429,26357,100
58883,26357,100
56436,69867,100
56440,16265,100
56448,88157,100
57253,88157,100
56461,61316,100
56475,88552,100
57180,88552,100
56511,34586,100
56517,53098,100
56525,45709,91
56531,39837,90
56548,11283,100
59827,11283,100
56550,52896,91
56554,47002,100
56557,47002,100
56556,74243,92
56570,6251,100
56571,6251,100
56584,5249,93
56595,3594,100
63775,14170,100
59872,14699,100
56612,68361,100
56621,56609,100
56663,56609,100
56623,49129,84
56644,89873,96
56706,89873,96
56651,42999,92
56653,42999,90
62993,71007,100
56678,20869,100
74207,8136,100
56700,30474,100
56718,47135,100
79474,26620,100
56738,41019,100
59546,41019,100
56743,15866,85
56752,19866,100
56761,73679,100
56764,63218,100
75340,69231,100
56787,37997,100
56804,28817,100
63986,28817,100
56817,24505,100
56822,28799,100
56840,46620,100
56863,44953,100
67773,44953,100
56869,48222,100
56870,48222,100
56896,36229,82
63527,36229,82
81468,37906,100
56897,22453,86
57370,22453,86
56906,15343,100
58241,15343,94
56912,50782,96
56918,50782,96
56942,2410,100
61312,2410,100
56944,36885,100
57082,36885,100
56964,69378,95
58519,69378,95
56967,40527,88
56970,86446,100
57048,86446,85
58437,86446,100
56981,84247,100
56996,32827,100
57017,46177,100
57018,43849,92
57028,30484,100
63308,30484,100
57029,89437,100
57041,63249,83
60378,63249,83
57061,11397,87
57064,38091,95
57203,38091,95
57077,35690,100
57086,6321,86
60827,6321,86
57098,80263,100
57663,80263,100
57103,63644,93
57104,63644,93
57111,38029,100
57543,38029,100
57113,90259,100
57115,22196,100
57118,12109,100
57127,3028,100
57133,27717,100
57140,43480,100
57182,46305,89
59323,46305,89
57185,69705,100
57186,69705,100
57205,12072,100
65067,86981,100
66692,86981,100
57218,69452,100
57223,18405,83
64084,18405,83
60594,19754,93
57250,13873,100
60619,13873,100
83724,17928,100
57266,92453,100
57473,92453,100
57301,27420,90
57303,9380,100
57304,56563,100
57319,94037,100
57341,55436,84
57342,19500,94
59480,19500,95
79119,45168,100
79120,45168,100
84044,59672,85
85046,59672,100
57354,84565,100
57359,27598,100
57383,92118,96
58039,92118,96
57400,6355,100
57418,47565,81
57424,75571,100
57434,57789,100
57437,23629,100
68544,78613,100
74909,78613,100
57453,93019,90
57454,39385,100
67600,5915,93
67601,5915,91
57470,3211,100
69133,3211,100
57475,31829,96
57476,12019,100
57587,12019,100
57488,52303,100
57492,52303,100
57501,12827,83
57509,9195,100
57518,64552,100
60952,64552,100
57524,89923,83
57541,42173,83
58849,42173,83
57561,82420,100
57582,93004,100
60264,93004,100
57610,69760,100
57619,58644,100
57632,88876,100
57657,68301,88
59581,68301,88
57661,6952,100
57684,16155,100
57710,85529,82
69401,85529,82
57767,93478,93
57858,93478,100
57772,50495,100
57790,89531,100
57798,68255,89
57799,68255,89
57811,72421,93
59351,72421,93
57820,21902,100
57847,54143,100
58367,54143,100
57863,60907,100
61372,60907,100
57864,22673,88
57899,49940,100
57919,40640,100
58955,40640,100
57920,78787,100
65039,46059,90
66178,46059,90
57936,19413,100
72642,92815,100
74808,92815,100
57963,47701,100
57982,49394,100
66159,49394,100
57993,64772,100
57998,27920,96
61287,27920,100
59468,43000,100
58032,19324,100
58041,7190,100
58051,75793,100
58067,9333,91
61599,9333,100
58111,14410,100
62903,29491,100
64116,29491,100
58154,90461,100
71997,69057,100
58174,60553,83
58591,60553,83
58183,44772,85
59116,44772,100
58186,18099,100
58201,61477,100
58211,86398,94
58221,15139,100
58222,35321,100
58689,35321,100
58231,12232,100
59721,12232,100
73610,19569,100
69149,16481,85
58298,8575,100
58949,8575,100
58306,44799,100
61845,44799,100
58314,65942,100
58327,78433,100
61625,78433,100
58352,28727,100
65136,82729,100
58364,47944,100
58369,76028,100
61880,76028,100
58379,3687,100
58392,74713,100
58424,82624,85
58423,39501,100
58425,32776,100
60412,32776,93
58433,39480,100
58447,608,100
62519,608,100
58477,5653,95
58485,41413,100
58492,41413,100
58488,33308,100
58496,43418,96
58508,20040,91
58967,20040,91
68658,75187,100
70302,75187,100
58585,4608,100
58589,26954,88
58604,16332,100
58614,16332,100
58608,84855,100
60353,84855,100
58615,58064,96
74382,27393,100
58648,74965,94
61195,74965,94
62019,53737,96
58654,68120,100
58664,66500,100
62269,66500,100
58666,5410,100
59025,5410,100
58697,65131,100
58698,73395,100
58788,73395,100
58699,94170,94
62187,94170,94
81678,37044,100
84312,37044,100
58742,8569,87
58746,49120,100
58762,57701,100
59088,57701,100
58764,58715,100
58766,50961,100
58772,88086,100
58851,88086,100
58790,61545,100
66604,61545,100
58799,8302,100
58800,79998,100
58801,88482,89
58850,88482,89
58805,4511,100
58820,39730,100
59042,39730,100
58839,17693,100
58889,25015,100
62556,25015,100
58958,36331,100
63117,36331,100
58969,69126,100
58974,79888,89
59137,79888,89
59023,48317,100
59026,7764,100
60570,7764,100
59046,51686,100
59077,73137,100
59086,22090,100
59104,70658,100
59123,93640,100
60515,93640,100
59162,85248,100
59178,6997,100
59182,39159,83
60031,39159,83
59256,55621,81
61589,55621,81
59259,33128,100
63735,33128,100
59276,19758,100
59303,56378,94
71697,32713,86
59334,25062,90
59352,67861,100
59355,6021,100
85497,66324,83
59364,579,100
76754,42902,100
59396,19166,100
59398,19166,100
59400,72540,83
59415,69580,100
68409,69580,100
59422,24194,96
59436,85507,87
59437,68563,100
61652,67735,100
75874,58815,100
59501,48561,100
59506,48705,100
59507,48145,100
59509,48145,100
59518,30721,100
60659,30721,93
59524,31725,100
60220,31725,100
59544,62601,100
60476,62601,100
59559,92198,100
63484,92198,100
59563,59285,90
60885,59285,90
59578,85479,100
59579,85479,100
67236,26460,100
59606,1465,100
59629,63716,100
59652,26580,100
63755,29170,100
59679,20476,100
59682,20476,100
59714,53878,100
61881,90952,81
59740,88124,100
59742,11228,90
59770,88988,89
83927,4326,100
59789,5295,100
59820,18192,100
59829,18192,100
59825,18219,89
60910,18219,89
59863,29408,97
59864,4957,100
59865,4957,100
59868,32274,100
66252,32274,100
59871,74688,100
59880,13254,100
59893,77282,91
59955,77282,91
59923,69265,100
59924,90554,100
83436,57026,84
59941,12387,100
59947,11117,100
59961,80870,100
59997,43142,92
60008,67485,100
60032,75251,100
62461,75251,100
60037,42103,93
68788,28658,100
60058,41578,100
60068,73696,100
67824,21714,89
60093,77433,100
61079,32221,95
60154,24330,100
60161,24330,100
60160,40071,100
60163,29263,94
60172,11651,100
60475,11651,100
60174,86976,100
66790,86976,100
60176,63205,94
63566,63205,100
60177,60495,100
60182,92610,100
61397,92610,100
60201,65509,100
63782,65509,100
60202,4520,100
60232,33290,100
60234,81395,100
60242,5182,83
62088,5182,83
60253,38353,96
62697,38353,95
60260,69966,100
60268,29584,100
60285,82135,100
62226,82135,100
60380,51742,85
60290,91826,100
64266,75673,92
60297,93952,83
62596,93952,83
60320,52777,100
60376,10202,100
64343,10202,100
60379,30516,100
60381,11299,100
60400,28895,100
60401,28895,100
60404,67269,90
60408,67269,90
60407,17815,100
64306,15229,100
67614,15229,100
60414,33426,100
60489,33426,100
60429,2564,100
60439,2564,100
60430,45338,100
60431,87804,93
60438,74002,100
60444,2207,100
60451,40629,85
69103,40629,85
60458,67596,88
72866,1003,100
60514,60752,100
73211,26503,100
73251,26503,100
60516,13775,100
60531,62512,100
66119,62512,100
60548,25391,86
60878,25391,92
60552,33726,100
60590,25093,88
62253,25093,88
60591,3611,92
60609,43793,100
62791,43793,100
60613,50770,100
62870,50770,100
60621,17412,100
60631,45830,100
67625,18904,100
67642,18904,100
68850,89982,100
68851,89982,100
83088,2512,100
60655,79342,100
60660,22695,81
60675,6411,100
60698,51300,100
60741,49842,100
60751,2037,100
61838,2037,100
60752,49128,100
60784,93830,100
60786,93830,100
60790,56324,95
60826,88770,100
60844,56303,100
63207,56303,100
84229,6757,100
60856,8549,100
60874,70424,100
60880,31339,100
60883,31339,94
60889,48132,89
60903,75507,93
60905,75507,93
60908,34470,82
60929,36665,100
60958,88557,100
73388,88557,100
60992,34105,100
62604,34105,100
61008,34395,100
61009,40562,100
61037,40212,100
61873,40212,100
61038,9449,92
61044,14309,92
61049,58346,100
61291,58346,100
61073,4611,100
61097,61770,100
61100,41544,100
69015,41544,100
82531,14599,100
61124,5354,100
61552,5354,100
61127,59431,100
61128,82988,100
61133,8580,100
77852,39620,100
79022,39620,100
61152,50889,84
65171,50889,84
61188,44277,100
61189,44277,100
61209,86585,81
66768,86585,81
61213,54504,100
61223,62341,100
61230,37320,100
62336,37320,100
61243,15425,100
61251,8815,81
61263,40193,91
65623,40193,91
61267,24180,100
61269,60204,100
63410,60204,100
64287,66351,86
61281,63523,88
61298,87931,100
64805,87931,100
61316,7290,100
61334,59509,100
61339,6188,100
82014,28164,100
61401,92628,100
61771,92628,100
61411,55858,100
61448,47122,100
63577,47122,100
61470,54529,100
61472,54529,100
61482,10723,86
65490,38776,95
61532,41593,100
82594,37379,86
76253,34321,100
61547,58862,93
63803,58862,93
61555,36537,100
61558,50598,84
61563,50598,84
61562,82063,100
61565,52441,90
66441,52441,90
61576,16202,100
68113,16202,100
61580,85321,100
61588,26576,93
62355,26576,93
61593,1698,96
61595,31324,100
63582,31324,100
61600,18171,97
61601,18171,97
61605,75452,100
61606,75452,100
61608,25963,100
61609,85492,90
61645,34680,100
61684,18705,100
77371,18705,100
61721,65258,100
61722,65258,100
61723,51603,100
69718,53129,100
61766,2993,94
61805,48334,100
65833,48334,100
61830,87956,87
61833,73303,100
62537,73303,100
61854,51397,100
61856,14712,90
63215,14712,90
61863,13832,100
62130,13832,100
61868,8126,89
61870,8126,89
61885,23971,100
61905,30346,100
61909,31882,95
64260,31882,95
61911,50012,92
62794,50012,92
61921,65986,100
61943,21111,83
62069,21111,86
61967,62805,95
61969,63760,100
70189,63760,100
70115,52762,96
61976,2029,100
61982,84042,100
62096,84042,100
62012,24242,100
62037,23752,95
62043,56423,94
62058,33836,88
62060,1433,100
62070,23111,89
63759,23111,89
62077,32622,90
78356,74563,100
79149,10496,100
62103,53242,85
80191,11187,100
62154,6410,100
62176,35158,100
62182,57941,92
62197,29713,85
66292,29713,85
62204,65398,86
64126,65398,86
62284,24549,85
65467,24549,85
62285,11796,100
62286,11796,100
72729,58370,97
62294,2639,100
62360,64014,100
71296,64014,100
62384,83517,100
62387,52247,100
66531,52247,100
62400,73371,100
62401,73371,100
62406,12717,100
62453,26338,100
69176,26338,100
62462,17362,83
64190,58952,100
62483,21925,100
62505,6807,100
69477,6807,100
66712,77238,96
62543,57332,100
62580,42119,100
72022,28308,88
72035,28308,88
62585,51498,81
65059,51498,81
62606,23568,83
66714,23568,83
62613,31513,100
62616,31513,100
62619,76575,100
62647,65370,100
66985,65370,100
78171,16867,100
78180,16867,100
62687,39777,100
86571,25495,100
62695,37391,100
62724,68833,95
67631,68833,95
62761,93516,89
65927,93516,89
62773,7169,100
62928,7169,100
62784,40048,100
62789,40048,100
62814,5476,100
82186,69609,100
62834,90388,94
67507,90388,94
62856,10875,94
63331,10875,94
79992,82019,100
62878,17618,83
67018,17618,83
62880,60202,100
62906,78669,93
62908,67094,100
62922,67094,100
62949,89678,100
62950,89678,100
74636,80208,100
74637,80208,100
62962,60970,85
65087,60970,85
62998,46915,100
63050,67310,100
63057,67310,100
63075,59841,100
63123,12123,93
63127,49999,100
66699,49999,100
63128,73265,100
63129,73265,100
63175,14727,100
64131,14727,100
63181,27225,88
67324,27225,88
63185,53938,98
63192,23378,100
67986,23378,92
63194,71921,95
66654,71921,87
64458,41978,95
63262,54860,100
65886,54860,100
63274,46493,100
64160,46493,100
63282,87450,100
63298,41732,100
63939,41732,100
63330,36417,100
70926,36417,100
63339,6237,82
63340,6237,82
63343,4661,87
63345,25192,100
63356,85080,100
69510,85080,100
63380,3788,89
64673,3788,89
63382,3259,100
63393,22755,100
63429,47149,100
80774,47149,100
63447,58998,91
67796,58998,90
63452,36023,100
63472,47765,100
63521,48782,100
67624,48782,100
63546,7682,100
70557,7682,100
69352,66392,100
73583,66392,100
80958,14042,100
63649,45399,100
63653,2855,100
67173,2855,100
63654,50769,81
72753,70820,90
63720,87547,85
63761,25170,100
63778,93834,100
67891,93834,100
63785,46089,100
63810,59532,86
63843,90448,100
63893,68280,100
63895,93126,100
63911,92996,100
63957,92996,100
63928,40817,91
63950,20120,100
63967,47932,100
63968,47932,89
84056,86394,100
64028,28620,100
70046,28620,100
64065,49337,100
76176,66534,100
64069,85388,89
64085,66718,91
64120,77729,100
64134,77729,100
64137,34863,93
68233,34863,87
64142,27869,100
64775,27869,100
64172,3016,100
74864,3016,100
64174,5604,100
64179,63742,100
64200,38908,100
64204,46002,100
69695,54468,82
64216,83272,100
66569,7722,94
64236,5727,100
64240,50358,100
64245,50358,100
64242,81945,100
64254,41003,100
64265,21473,100
64279,77568,100
64289,85203,81
65049,85203,100
64297,42341,100
64303,48250,100
64304,48250,100
64330,41021,100
64346,69961,100
64360,45361,100
68857,45361,100
64368,45115,96
64380,64675,100
64426,69182,89
66534,69182,89
64429,79110,83
64435,81302,100
69175,81302,100
64439,10002,100
64440,10002,100
64511,30056,100
64521,4097,100
65130,4097,100
64522,79194,100
78414,3012,92
64553,44118,100
64559,61438,95
65514,61438,95
64583,3361,96
64593,63953,100
64601,86411,100
64602,54113,100
65159,54113,100
64618,3093,100
64641,35674,100
68920,35674,100
64643,12698,96
67795,12698,100
64690,69389,100
79186,91740,85
64713,86689,100
64718,86689,84
64719,37292,100
65981,37292,100
64731,63861,100
68037,63861,100
64739,21847,100
64760,71287,100
64799,59271,87
66080,59271,86
64804,41551,100
64806,41551,100
66113,52397,83
64856,43763,95
67497,43763,100
64874,31750,100
64880,31750,95
64906,31575,100
64918,93248,100
67582,93248,100
64945,29887,91
64976,29887,91
64951,8513,90
64977,8513,82
64960,15893,100
66060,15893,100
64967,11865,95
64972,29176,100
64979,29176,100
64988,67824,100
64996,73195,100
70034,73195,100
70045,73195,100
64997,58127,100
65047,47811,100
65756,47811,100
65063,69863,100
65065,44755,100
65078,86088,100
69088,86088,100
65098,70242,100
65107,60990,100
65117,46749,100
69444,46749,100
65129,16125,100
67269,16125,100
65137,41818,97
65152,41818,97
65148,560,100
65150,18191,100
65157,75766,100
65188,4663,100
68368,4663,100
65190,26204,100
65196,87843,100
66131,87843,100
65209,65044,100
65226,37400,100
65229,25214,86
65233,81127,86
65241,34620,100
65260,81647,100
65266,53253,100
67022,53253,100
65291,69448,81
65292,69448,81
65308,90929,100
65314,2605,100
65315,2605,100
65317,26094,100
65318,26094,100
65376,25262,100
65385,25262,100
65417,29226,100
65734,29226,100
65423,67429,84
65436,84448,100
74410,84448,100
65464,31716,92
65483,71750,100
66245,71750,83
65507,37072,89
69871,37072,88
65980,20685,93
65567,28576,100
65574,14572,83
65575,6042,100
67975,6042,100
65581,5658,96
65626,93684,100
65630,93684,100
65628,70336,92
65654,47555,88
75982,59156,100
76785,59156,100
65663,8683,93
67569,8683,93
65665,13566,100
65675,79070,100
65683,67312,100
66625,67312,100
65689,17200,100
65704,17200,100
65691,6437,89
65697,81733,100
65699,47153,100
71024,47153,100
65715,28563,93
65728,16725,100
65751,3040,100
65751,49443,82
82319,3040,82
82319,49443,100
65769,4885,100
65896,4885,100
65784,36898,100
69295,36898,100
65798,64596,100
65802,735,100
65808,15127,100
73085,24414,100
76192,24414,100
65824,84880,82
65834,38023,100
66588,38023,100
72362,4866,89
80872,4866,89
65890,10473,100
65939,58880,88
65943,58880,100
65957,10516,88
65983,50424,90
65992,35177,88
65997,35177,81
66011,65346,100
71150,65346,100
66017,19694,100
66029,65096,92
66037,70483,100
66315,70483,100
66056,137,100
66063,52197,100
66064,15189,100
66070,21055,100
66079,63018,100
66376,63018,100
66081,82951,100
66097,50040,100
66120,83078,100
66151,15506,94
67466,15506,94
66163,6756,100
66168,11276,100
67807,11276,100
66176,79612,91
70531,79612,91
66177,54597,100
70544,54597,100
66202,13645,100
66212,35166,100
70621,35166,100
66215,61095,100
71045,61095,100
66253,53450,88
67475,53450,88
66267,51185,83
66275,84971,100
66338,72028,100
67852,72028,100
66340,81594,100
66345,34894,85
66809,34894,100
66374,40108,95
67837,40108,95
66384,86984,100
70779,86984,100
66393,36250,100
66414,55221,100
66415,55221,100
66438,52084,93
66550,52084,93
66445,53378,87
66707,53378,87
66481,37717,100
71848,58988,100
71850,58988,100
66491,46136,100
66502,92489,96
66514,38520,100
83167,66015,100
66544,59298,83
66591,5403,88
66601,16670,100
72442,16670,100
66605,75210,100
70693,75210,100
66610,26297,92
79957,26297,92
66640,79,97
66644,32544,100
66672,77823,100
67512,77823,100
75762,13351,100
66698,87789,100
66721,35728,100
71702,35728,100
67823,78442,100
66735,49933,100
66744,19919,100
71031,19919,100
66765,74392,100
66789,572,81
66819,88527,100
66834,72039,100
66850,25326,100
66851,25326,87
66852,20231,100
66853,73436,88
66892,82234,100
66894,44070,95
71313,44070,95
66906,32928,100
66908,73453,100
66918,73453,100
66927,46697,100
66963,27136,83
71377,27136,93
66999,71280,100
67001,71280,100
67008,45997,93
67012,39971,82
67065,39971,82
67023,76210,100
67024,16496,100
67030,87601,100
69410,87601,100
67066,69092,100
70510,69092,100
67093,8336,100
67105,50337,100
67109,66868,100
67117,66959,100
67132,92128,100
67146,85088,100
67897,85088,100
67204,9327,100
68232,9327,100
67214,52238,85
67219,16439,100
67229,16439,100
67234,9409,100
67246,46302,84
84465,52270,86
84925,52270,83
67287,79894,100
67305,2247,100
74675,2247,100
67329,48002,100
67386,3984,100
67393,37773,100
67413,58193,100
69078,58193,92
67425,13785,100
67446,13785,100
67437,14505,100
67439,36578,100
81091,6170,100
83312,6170,100
67452,48620,100
71859,48620,100
67453,22596,100
67472,22596,100
67462,64484,100
70227,64484,100
67469,71255,100
67517,47495,96
81879,24120,100
81881,24120,95
67522,7800,100
71212,7800,100
67529,16838,100
67549,16838,100
67561,59538,100
71945,75199,100
67578,85800,100
70250,85800,100
67589,68847,100
67611,52615,100
71985,52615,100
67665,16438,100
67666,34163,100
67669,34163,100
67700,5085,100
67713,30395,100
67714,18056,100
77418,42849,100
67753,50181,85
67804,63208,100
72235,63208,100
67825,46442,92
72237,46442,92
67861,65057,85
67864,28948,93
67866,88142,100
73893,88142,100
67920,20975,100
67938,60586,100
67991,22024,100
72833,22024,100
68027,8101,100
69042,8101,100
68034,447,100
68826,447,100
68035,69027,100
68116,69027,100
68044,46355,100
68062,67604,85
68069,67604,85
68074,72584,100
68075,72584,100
68092,66754,86
68126,66754,86
68101,32892,100
68108,62783,87
68112,82812,100
72556,82812,100
68117,34742,100
68137,89063,100
68143,41152,100
68176,43525,100
68178,43525,100
68250,907,100
72663,907,93
68258,86986,100
68292,86986,100
68297,44478,93
68306,64369,89
68307,53558,100
72506,53558,100
75277,65382,100
68378,64406,100
71278,64406,93
68380,84852,100
68381,84852,100
68398,93972,100
68525,21704,100
86023,57514,100
68578,88590,100
68594,36327,100
68595,31467,100
73004,31467,100
70477,32483,100
68607,10978,85
68689,41175,100
73041,41175,100
68708,73855,86
70020,73855,86
68721,51193,100
68722,51193,100
68724,3406,82
68733,35342,100
68790,51262,100
68819,71870,87
72575,71870,87
68856,2401,89
68858,62730,94
68872,54394,94
68891,15408,95
72093,15408,95
68906,31512,100
68909,33209,100
73665,33209,100
68941,83093,100
68943,16527,100
70986,16527,100
68946,12143,100
73595,12143,100
68954,68549,96
68959,52346,94
68962,52061,100
73292,52061,100
68967,50524,100
68979,66086,95
68983,58799,98
68988,81499,100
68998,19926,91
84310,19926,91
69341,93064,92
69006,87550,89
69012,67121,100
69032,32373,100
69033,32373,100
69065,80604,100
69068,9563,81
72814,9563,81
69086,27074,100
69094,17501,100
69096,66171,100
69097,11488,100
69107,89190,100
69118,92320,100
69140,19124,100
70273,19124,100
71073,29110,100
71086,29110,90
74627,88931,95
78610,88931,95
69163,74490,100
69164,74490,100
69169,56839,86
69180,9538,96
69191,5506,100
69194,75868,100
69195,46702,100
74551,46702,92
69211,28777,100
69367,28777,100
69355,37691,100
69247,20563,100
69260,30934,94
69268,23950,89
69294,70662,100
69304,85014,95
69316,92001,100
73541,92001,100
69319,40297,100
69320,40297,100
69322,16011,85
81475,58134,100
69332,51503,89
69353,81742,83
69378,81742,83
75118,28350,100
69365,53379,82
72845,53379,82
69371,54797,100
69374,51352,100
69380,20023,100
69392,47065,100
69413,86408,100
73659,86408,100
86889,78701,100
69422,5857,100
71724,21658,87
73736,21658,87
69456,51557,91
69468,94362,100
69476,63803,100
70064,63803,100
69502,93515,100
71036,33688,100
73829,55270,100
69559,22448,94
69567,48944,100
73866,48944,100
69618,11126,100
69625,59368,96
69643,91684,94
73678,91684,100
86324,4324,100
69687,3606,100
69688,3606,100
69696,63898,100
69702,50451,100
69708,34488,91
69742,64519,85
69751,35578,100
69759,25212,96
69765,25212,100
69775,20223,83
72397,20223,83
69779,73845,93
69793,85625,100
69805,47782,100
69814,59443,100
69858,68001,92
77744,68001,88
69870,18922,100
71039,18922,100
69881,2970,100
74608,2970,100
69904,28288,95
69905,35848,90
69911,66349,100
69913,81200,100
69920,6038,82
69931,83926,100
73443,83926,96
69942,28510,100
70084,28510,100
69959,30881,81
83960,61462,100
69984,192,100
69985,192,100
69999,34638,100
70000,34638,100
70006,70966,81
70013,70966,81
84906,75714,100
70077,62092,85
70079,68752,100
70090,34036,100
70097,3668,97
70121,51337,100
70140,45793,90
70143,61935,100
75561,61935,100
70153,66290,100
70154,66290,100
70218,27129,100
70253,60100,100
70255,60100,100
80196,39139,100
70277,87596,100
83394,30135,100
70326,85407,100
80385,85407,93
70341,79965,100
70347,51793,100
70355,1501,100
70373,48577,100
70375,43016,83
70380,43016,83
70399,23353,88
70410,23353,100
70408,17719,100
70417,36437,100
71495,36437,100
70423,2826,93
70427,64316,100
70430,79012,100
70431,79012,100
70458,52917,100
70987,52917,100
70500,82953,100
70501,71016,100
70515,64822,100
70517,64822,100
70532,6850,100
70550,12481,95
74720,12481,100
70565,18870,100
73518,18870,100
70566,18958,100
75596,39575,100
70595,7561,100
74776,7561,100
70636,39462,100
70640,54084,100
70643,53653,100
72331,53653,100
70668,28001,100
72266,28001,100
70680,93796,100
70686,47573,100
70694,77944,100
70737,27755,100
70753,85335,100
70780,54108,93
72348,54108,93
70789,5416,100
72167,5416,100
70815,45274,100
70816,45274,100
70817,29112,100
70819,12755,100
70826,63608,89
71448,59228,93
70864,20427,100
70869,47433,82
70889,30744,91
71462,30744,91
70899,87268,100
70907,70176,100
70908,70176,100
70920,69480,100
70958,17737,100
75077,17737,100
70962,53193,100
70964,6735,100
70970,64392,100
71000,9923,98
71010,65825,100
71015,27465,100
75147,27465,100
71033,58536,94
76496,58536,94
71043,5282,83
75168,5282,83
71051,74266,89
75192,74266,89
71065,58295,100
79292,70158,100
71077,64582,97
71081,64582,97
71104,21306,89
71140,7117,92
71146,54243,100
71158,66199,100
71161,42899,100
71176,4308,89
71182,24147,100
73759,24147,89
71192,9099,91
71198,4919,100
71208,35497,83
71214,51663,83
71273,55544,100
74138,55544,100
71281,41718,100
72201,41718,100
71298,33931,100
71299,60735,94
73055,4969,100
73055,17230,81
77617,4969,100
77617,17230,81
71316,11279,100
71953,11279,100
71323,63485,95
77682,63485,100
71327,69746,100
71328,56450,100
71372,5701,100
75494,5701,100
73815,8626,100
71417,2614,100
71429,4990,81
71439,60372,100
71441,78895,100
71447,21775,82
71523,63685,88
71548,63734,100
85897,3043,100
71549,45459,89
76623,58376,100
76737,58376,100
71561,9708,100
71578,3243,100
71584,3243,89
71617,43369,89
71645,65163,100
86784,65163,100
71667,77915,92
73101,77915,92
71968,93789,100
71671,40166,94
71679,12973,95
71689,65606,87
71742,27534,100
71753,2002,100
74602,2002,100
71757,39055,100
71757,82439,93
74396,34734,97
71813,31808,100
71822,62960,100
71823,57909,100
71869,52395,100
71881,27928,96
80193,27928,96
71895,59124,100
71908,70716,100
71909,77434,100
71961,77434,100
71912,49558,93
71913,25142,100
71958,11132,100
72942,11132,100
71959,69668,100
71974,31367,85
76103,31367,85
72073,65466,100
72097,81049,100
72112,41281,100
72127,72258,100
72146,51909,100
72186,42382,90
72205,12207,100
78029,12207,92
72207,5830,87
